,conv_id,context,prompt,speaker_utterance,listener_utterance,empathy,pred,empathy_red
698,hit:7946_conv:15893,sad,When my dog passed I was very emotional ,It was actually rather tragic_comma_ but I will spare you the details. He had a good life though. He was my dad's son lol,Aww shoot_comma_ I lost a dog when i was little in a very tragic way as well. I miss that big guy_comma_ he was like a brother to me. Hope you are doing good now_comma_ he is in a good place.,3,3,3
699,hit:2193_conv:4386,confident,School is getting ready to start back and I am SO ready!,Yes it does! The kids are still little so they have no idea what it really takes.,Well_comma_ I am sure they will benefit greatly from all the preparation. They should be proud to have a mom who cares as much as you.,3,3,3
701,hit:7961_conv:15923,excited,I can't wait to go to my brother's wedding.,I am very happy for him! I thought it was never going to happen!,Haha brotherly love_comma_ I hope him and the lucky gal have a wonderful life together!,3,3,3
702,hit:5707_conv:11414,excited,I am so happy for date night. We had to cancel the last few.,We had to cancel the last 3 so this is gonna be special,yes! are you going to a fancy restaurant ??,2,2,3
703,hit:8812_conv:17625,annoyed,When people were rude in the store to me.,I had a terrible experience when I was out the other day with my daughter.. people can be so rude.,What happened? Sometimes people are just having bad days.,3,3,3
704,hit:7649_conv:15298,anxious,I was excited to go to a concert tonight but couldn't get myself to go by myself at the last minute and so I bailed. I'll probably regret it.,Ugh! Tonight was such a bummer.,Oh no what happened?,2,2,3
705,hit:1974_conv:3948,guilty,I feel ashamed because I had to borrow money from my mom_comma_ and she does her best and has the means to help me but still I feel like I shouldn't borrow money,well the thing is I am not doing so well_comma_ and my mom is helping me financially. She has the means to do so but I am just very ashamed about it you know,I do not think you should feel ashamed at all. Parent's are there to help you until you are able to manage on your own.,3,3,3
706,hit:9783_conv:19566,content,I drank wine and ate my favorite dish after a long tiem,I drank wine and ate my favorite dish after a long time since I came from my tour,I imagine that was a pleasure that was simple at one time_comma_ but one you really appreciated when you came back. Thanks for your service!,3,3,3
707,hit:3810_conv:7620,annoyed,Once I was running late for my flight_comma_ and was in a really long line to check my bag. It was almost my turn and this lady cut right in front of me! ,I did thankfully! The worst part of that situation was I politely told the woman I had been waiting_comma_ and she totally snapped at me! Traveling brings out the worst in people sometimes.,I totally know that feeling. It seems that everyone thinks that their situation is more important that everyone else's.,3,3,3
710,hit:5223_conv:10446,faithful,i go to the same place to eat breakfast every morning for the past 10 years,i go to the same place to eat breakfast every morning for the past 10 years,they must be a really good resturaunt,2,2,3
712,hit:11325_conv:22651,caring,i do love my pet doggy_comma_ she is a treat to have,Angie_comma_ i like to give her a warm bath_comma_ dress her in her doggy clothes and give her a doggy treat,I can just imagine she sleeps in your bed sometimes. I love dogs_comma_ I would like to have a dog someday.,3,3,3
713,hit:11739_conv:23479,prepared,Got everything packed and ready for my camping trip this weekend. Should be a great time.,Out in the woods near a friend's place_comma_ have not been in a long time!,Yeah I have not either. I bet it is going to be awesome. Bring plenty of beer :D,3,3,3
715,hit:10934_conv:21868,anxious,My aunt was rushed to the hospital a few days ago. They are currently monitoring her condition.,My aunt was rushed to the hospital a few days ago. They are currently monitoring her condition.,i am sorry to hear that_comma_ i know she will be better,3,3,3
716,hit:7774_conv:15549,furious,i hate sitting around doing nothing. it drives me nuts to do nothing at work when i have a million things to do at home,i hate sitting around doing nothing. it drives me nuts to do nothing at work when i have a million things to do at home,Know the feeling. I had one job where I spent all day either playing cards or working online_comma_ just to relieve the boredom!,3,3,3
717,hit:10974_conv:21949,hopeful,It has been raining a lot lately_comma_ I am really trusting the seal on our doors to keep the water out. ,I know_comma_ it really starts too pool up by our house. It is getting kind of scary!,I would be scared too. I hope everything will be ok for you. Fingers crossed.,3,3,3
720,hit:3290_conv:6580,anticipating,I am so ready for Thanksgiving.,No_comma_ I always go to my mother's house.,Does your Mother's house have any animals?,1,1,1
722,hit:8645_conv:17291,excited,Leaving for Florida in a couple weeks,lol. Going on vacation to Florida in a couple weeks!,Wow that is awesome! To the beach?,3,3,3
723,hit:630_conv:1261,proud,My youngest daughter made me happy.,She came tops in her class and last year she read about 80 short story books.,That is good. Am really happy for her.,3,3,3
724,hit:5789_conv:11578,lonely,Why don't I have a woman by my side at 46? ,Yes I am buddy. I hope the loneliness does not kill me ,I hope not. Try to have an enjoyable life regardless,1,1,1
725,hit:2055_conv:4110,anticipating,I have a 2 week vacation coming up that I am looking forward to. It's so hard to work when you can't wait!,Italy! It is my first international trip so it should be very fun,Nice! I visited Spain not too long ago. I am positive you will have a blast.,3,3,3
726,hit:4822_conv:9644,proud,I got first place in the karaoke contest. I didn't think I would win but I did.,There was_comma_ a free round of beer! There was a lot of talent there so I was surprised I won!,good job! maybe you should pursue a singing career :),3,3,3
727,hit:1313_conv:2626,guilty,I wish I could of said goodbye before my friend died.,I wish I could of said goodbye before my friend died.,Aw man_comma_ that has to be rough. Were you guys really close?,3,3,3
730,hit:10049_conv:20098,caring,I took in a kitten 2 months ago. She had been weaned from her mother too soon. I bottle fed her and have been raising her by hand.,I took in a kitten 2 months ago. I have been bottle feeding and raising her by hand.,Awww! How sweet! I love kittens_comma_ but it sounds like a lot of work!,3,3,3
731,hit:6705_conv:13411,surprised,My mom used to put one of my christmas presents in something like a poptart box as a prank every year. Last year_comma_ the prank was that it was really poptarts in the box.,She is always recording every christmas. You know what the kicker was though_comma_ was that it was the poptarts with no frosting/icing on top.,omg. I love your mom lol,3,3,3
734,hit:10437_conv:20875,content,My cat likes to sleep under the covers with me a night.  He comes up and pulls at the blankets until I let him in and then curls up and sleeps by my side. ,We do the best for them_comma_ even if it is not what we want.,I am glad you have a cuddly fur-baby!,3,3,3
735,hit:5791_conv:11582,terrified,I felt bad when I saw a guy holding a jack knife ,I went to have fun in a club,how did that go? did you have fun?,2,2,3
736,hit:5887_conv:11774,afraid,someone trying to harm me,i am shaken up but luckily a security guard at the club saw the whole thing as stopped it,That is insane.  Thank God there was someone there to intervene.,3,3,3
740,hit:5233_conv:10467,excited,I am having a bonus this year. I am so happy. I can't wait to see on my bank account.,I am planning a trip to Cuba. I was told it is a nice place.,oh thats cool,1,1,1
743,hit:4997_conv:9994,trusting,I took my boots off after a long day of working outside and MAN_comma_ the smell!,I washed my feet immediately after the smell hit me! Never sweat in boots without socks to soak some of it up! It,For sure_comma_ that is a motto to live by! I would not dream of doing anything different.,3,3,3
